latitude,longitude,location,main_road
43.6223820046123,-79.5006590044699,F G GARDINER XY E & ROYAL YORK RD,F G GARDINER XY E
43.62011400308,-79.5128300007935,GARDINER C E ISLINGTON N RAMP & FG GARDINER C E,GARDINER C E ISLINGTON N RAMP
43.617626001198,-79.5256750007281,KIPLING AVE & F G GARDINER C E,KIPLING AVE
43.6165489965847,-79.53145298897,F G GARDINER XY E & WICKMAN RD,F G GARDINER XY E
43.614837004391,-79.5467099986076,GARDINER X W 427 X N RAMP & THE EAST MALL,GARDINER X W 427 X N RAMP
43.6501000031467,-79.3494180048955,F G GARDINER XY W & DON VALLEY PARKWAY N,F G GARDINER XY W
43.6500780021804,-79.3498890023578,F G GARDINER XY W & DON VALLEY PARKWAY S,F G GARDINER XY W
43.6475870034718,-79.3614029956098,LAKE SHORE BLVD E & PARLIAMENT ST,LAKE SHORE BLVD E
43.6456860000307,-79.3697740006252,LAKE SHORE BLVD E & LOWER JARVIS ST,LAKE SHORE BLVD E
43.6443900009306,-79.3757669981816,F G GARDINER XY W & YONGE ST / LAKESHORE W GARDINER,F G GARDINER XY W
43.6433340040817,-79.377829004338,F G GARDINER XY W & BAY ST,F G GARDINER XY W
43.641037002254,-79.3808609970771,HARBOUR ST & YORK ST,HARBOUR ST
43.6395040048354,-79.3870139972948,LAKE SHORE BLVD W & REES ST,LAKE SHORE BLVD W
43.6389169972833,-79.3921100025246,F G GARDINER XY W & SPADINA AVE,F G GARDINER XY W
43.6355990025104,-79.4035780024507,LAKE SHORE BLVD W & REMEMBRANCE DR,LAKE SHORE BLVD W
43.6327680018944,-79.4097499935214,LAKE SHORE BLVD W & NEWFOUNDLAND RD / ONTARIO PLACE BLVD,LAKE SHORE BLVD W
43.6305190040779,-79.418522007892,LAKE SHORE BLVD W & ONTARIO DR / REMEMBRANCE DR,LAKE SHORE BLVD W
43.6304970045572,-79.4273479987181,LAKE SHORE BLVD W & BRITISH COLUMBIA RD / LAKESHORE BRITISH COLUMBIA RAMP,LAKE SHORE BLVD W
43.6320769993127,-79.4301180024874,LAKE SHORE BLVD W & BRITISH COLUMBIA RD / LAKESHORE BRITISH COLUMBIA RAMP,LAKE SHORE BLVD W
43.6317460084313,-79.4309909945143,LAKE SHORE BLVD W & LAKESHORE BRITISH COLUMBIA RAMP,LAKE SHORE BLVD W
43.6326359951403,-79.4362000016533,LAKE SHORE BLVD W & OARSMAN DR,LAKE SHORE BLVD W
43.6373770082405,-79.4499400051231,LAKE SHORE BLVD W & BUDAPEST LANE,LAKE SHORE BLVD W
43.6382570052896,-79.4557780033539,LAKE SHORE BLVD W & PARKSIDE DR,LAKE SHORE BLVD W
43.6376869949131,-79.4587449977036,LAKE SHORE BLVD W & COLBORNE LODGE DR,LAKE SHORE BLVD W
43.6363000021662,-79.4651059985682,LAKE SHORE BLVD W & ELLIS AVE,LAKE SHORE BLVD W
43.6313530005945,-79.4724520071914,PALACE PIER CRT & WATERFRONT DR,PALACE PIER CRT
43.6312750002963,-79.4744940000104,LAKE SHORE BLVD W & PALACE PIER CRT,LAKE SHORE BLVD W
43.6291600082599,-79.4783930058058,GARDINER E LAKE SHORE WEST E RAMP & LAKE SHORE BLVD W,GARDINER E LAKE SHORE WEST E RAMP
43.6229250065686,-79.4810720094654,LAKE SHORE BLVD W & MARINE PARADE DR,LAKE SHORE BLVD W
43.6593069981111,-79.3287489972742,LAKE SHORE BLVD E & LESLIE ST,LAKE SHORE BLVD E
43.6622290032791,-79.314555000777,LAKE SHORE BLVD E & EMDAABIIMOK AVE / ASHBRIDGES BAY PARK RD,LAKE SHORE BLVD E
43.6493600074639,-79.356590998933,F G GARDINER XY W & CHERRY ST,F G GARDINER XY W
43.64810200957,-79.35458600059,LAKE SHORE BLVD E & CHERRY ST,LAKE SHORE BLVD E
43.6462210002578,-79.3661919894378,LAKE SHORE BLVD E & LOWER SHERBOURNE ST,LAKE SHORE BLVD E
43.646421004606,-79.3662329968153,LAKE SHORE BLVD E & LOWER SHERBOURNE ST,LAKE SHORE BLVD E
43.6403970071049,-79.3831220014273,LAKE SHORE BLVD W & LOWER SIMCOE ST,LAKE SHORE BLVD W
43.6381469974869,-79.3943709985331,GARDINER E SPADINA AV RAMP & SPADINA AVE,GARDINER E SPADINA AV RAMP
43.636764996885,-79.39961499644,LAKE SHORE BLVD W & BATHURST ST / FLEET ST,LAKE SHORE BLVD W
43.635577004934,-79.4070579977107,LAKE SHORE BLVD W & FORT YORK BLVD,LAKE SHORE BLVD W
43.6382610009041,-79.4536620000754,LAKE SHORE BLVD W & PARKSIDE DR,LAKE SHORE BLVD W
43.6343519991048,-79.4086120044091,LAKE SHORE BLVD W & STRACHAN AVE / REMEMBRANCE DR,LAKE SHORE BLVD W
43.6332980062797,-79.434677002517,LAKE SHORE BLVD W & JAMESON AVE,LAKE SHORE BLVD W
43.654823006857,-79.3375519989076,LAKE SHORE BLVD & CARLAW AVE,LAKE SHORE BLVD
43.6985680084763,-79.4362670036875,W R ALLEN RD S & EGLINTON AVE W,W R ALLEN RD S
43.7027970019009,-79.4379730004444,W R ALLEN RD & ELM RIDGE DR,W R ALLEN RD
43.7076160091614,-79.440468994215,W R ALLEN RD & VIEWMOUNT AVE,W R ALLEN RD
43.7112220045817,-79.4427550001998,W R ALLEN RD & GLENGROVE AVE,W R ALLEN RD
43.7164580038702,-79.4447899986022,W R ALLEN RD & LAWRENCE AVE W,W R ALLEN RD
43.7281430100496,-79.4486340048464,W R ALLEN RD & 401 C E ALLEN RD RAMP,W R ALLEN RD
43.7396090005832,-79.4525700081368,W R ALLEN RD & TRANSIT RD,W R ALLEN RD
43.749973995884,-79.4635920089041,W R ALLEN RD & SHEPPARD AVE W,W R ALLEN RD
